Code,Label,Year,Employee income earners (no.),Employee income earners - median age (years),Total employee income ($m),Median employee income ($),Mean employee income ($),Employee income as main source of income (%),Own unincorporated business income earners (no.),Own unincorporated business income earners - median age (years),Total own unincorporated business income ($m),Median own unincorporated business income ($),Mean own unincorporated business income ($),Own unincorporated business income as main source of income (%),Investment income earners (no.),Investment income earners - median age (years),Total investment income ($m),Median investment income ($),Mean investment income ($),Investment income as main source of income (%),Superannuation and annuity income earners (no.),Superannuation and annuity income earners - median age (years),Total superannuation and annuity income ($m),Median superannuation and annuity income ($),Mean superannuation and annuity income ($),Superannuation and annuity income as main source of income (%),Total income earners (excl. Government pensions and allowances) (no.),Total income earners (excl. Government pensions and allowances) - median age (years),Total income (excl. Government pensions and allowances) ($m),Median total income (excl. Government pensions and allowances) ($),Mean total income (excl. Government pensions and allowances) ($),Total income (excl. Government pensions and allowances) - P80/P20 ratio,Total income (excl. Government pensions and allowances) - P80/P50 ratio,Total income (excl. Government pensions and allowances) - P20/P50 ratio,Total income (excl. Government pensions and allowances) - P10/P50 ratio,Total income (excl. Government pensions and allowances) - Gini coefficient,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners,Total income (excl. Government pensions and allowances) - Lowest Quartile (%),Total income (excl. Government pensions and allowances) - Second Quartile (%),Total income (excl. Government pensions and allowances) - Third Quartile (%),Total income (excl. Government pensions and allowances) - Highest Quartile (%),Gross Capital Gains reported by taxpayers - Persons (no.),Gross Capital Gains reported by taxpayers - Amount ($m),Gross Capital Gains reported by taxpayers  - Median ($),Gross Capital Gains reported by taxpayers - Mean ($),Age Pension - Centrelink (no.),Age Pension - DVA (no.),Service Pension - DVA (no.),Income Support Supplement - DVA (no.),Carer Payment (no.),Carer Allowance (no.),Disability Support Pension (no.),Newstart Allowance (no.),Parenting Payment - Single (no.),Parenting Payment - Partnered (no.),Youth Allowance (Full time students/apprentices) (no.),Youth Allowance (Other) (no.),Family Tax Benefit A (no.),Family Tax Benefit B (no.),Commonwealth Rent Assistance (no.),Persons earning $1-$499 per week (%),Persons earning $500-$999 per week (%),Persons earning $1000-$1999 per week (%),Persons earning $2000-$2999 per week (%),Persons earning $3000 or more per week (%),Persons earning nil income (%),Persons with a negative income (%),Income inadequately described or not stated (%),Median equivalised total household income (weekly) ($)
10500,Bayside (A),2016,"76,639",36,"4,597.7","51,928","59,992",80.6,"12,758",43,289.3,"14,688","22,674",8.0,"64,618",40,315.2,243,"4,879",10.1,"1,467",59,37.9,"15,792","25,859",0.8,"91,565",38,"5,265.2","47,809","57,503",4.42,1.80,0.41,0.20,0.437,6.4,18.4,29.3,23.9,26.0,26.8,23.4,"4,073",160.7,"2,426","39,443","16,517",-,-,-,"1,785",-,"3,852","3,215",899,-,"1,377",215,"8,695","7,082",-,25.2,23.3,23.5,5.1,2.3,11.3,0.6,8.7,928
10500,Bayside (A),2017,"91,412",35,"5,307.4","50,000","58,060",81.2,"13,397",42,306.0,"14,576","22,843",7.7,"66,711",40,322.1,196,"4,829",9.7,"1,471",59,41.8,"17,615","28,400",0.8,"97,071",38,"5,654.1","48,383","58,247",4.54,1.81,0.40,0.19,0.440,6.4,18.5,29.5,24.3,25.7,26.6,23.4,"4,354",215.1,"3,462","49,409","16,127",-,-,-,"1,742","4,085","3,732","2,879",867,572,"1,217",237,"8,187","6,345",-,-,-,-,-,-,-,-,-,-
10500,Bayside (A),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"15,828",3,237,205,"1,729","4,058","3,670","2,769",808,438,"1,056",178,"7,528","5,872","6,249",-,-,-,-,-,-,-,-,-
10550,Bega Valley (A),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,572
10550,Bega Valley (A),2013,"13,896",45,568.5,"35,283","40,908",65.3,"3,866",53,56.5,"7,726","14,603",10.8,"13,272",54,101.7,564,"7,664",18.6,"1,123",60,32.4,"23,937","28,870",4.2,"17,726",51,747.5,"34,514","42,171",5.40,1.85,0.34,0.13,0.481,7.9,20.3,31.5,33.0,29.8,23.0,14.2,"1,334",36.0,"2,581","26,953","5,549",9,376,176,373,-,"1,964","1,185",413,-,150,214,"2,637","2,050",-,-,-,-,-,-,-,-,-,-
10550,Bega Valley (A),2014,"14,187",45,597.3,"36,506","42,103",65.6,"3,867",54,62.7,"8,755","16,204",11.1,"13,453",54,104.2,608,"7,749",18.3,"1,128",61,35.5,"25,873","31,463",4.3,"17,941",51,779.7,"35,737","43,457",5.35,1.84,0.34,0.13,0.476,7.5,20.2,31.3,32.8,29.7,23.2,14.2,"1,478",66.0,"5,106","44,667","5,687",7,337,169,393,-,"2,009","1,265",410,-,134,204,"2,601","2,015",-,-,-,-,-,-,-,-,-,-
10550,Bega Valley (A),2015,"14,689",45,632.4,"37,331","43,050",65.0,"3,936",54,72.4,"9,954","18,391",11.6,"14,075",54,111.4,542,"7,914",18.2,"1,200",60,36.7,"26,092","30,616",4.4,"18,447",51,821.6,"36,358","44,538",5.39,1.86,0.35,0.13,0.475,7.3,20.1,31.3,33.0,29.5,22.9,14.6,"1,469",51.8,"4,786","35,238","5,967",4,329,159,424,-,"2,000","1,265",427,-,119,194,"2,543","2,024",-,-,-,-,-,-,-,-,-,-
10550,Bega Valley (A),2016,"14,801",45,661.4,"38,672","44,685",65.0,"3,922",54,71.8,"10,850","18,309",11.5,"14,058",54,109.4,506,"7,782",18.2,"1,215",61,40.6,"26,838","33,385",4.5,"18,771",51,855.8,"37,270","45,592",5.45,1.87,0.34,0.13,0.478,7.2,20,31.3,32.3,29.7,23.3,14.7,"1,538",57.3,"4,584","37,232","6,085",4,302,147,423,-,"1,947","1,250",417,-,123,173,"2,477","1,929",-,36.5,27.2,16.8,2.2,1.1,5.5,0.4,10.3,656
10550,Bega Valley (A),2017,"15,105",45,682.3,"39,372","45,167",65.1,"4,018",54,77.4,"10,306","19,271",11.3,"14,117",55,107.6,467,"7,619",18.3,"1,221",62,44.5,"28,526","36,453",4.5,"19,301",51,887.6,"37,366","45,986",5.65,1.90,0.34,0.12,0.478,7,19.7,31,32.2,29.7,23.5,14.6,"1,602",67.9,"5,883","42,363","5,985",4,275,133,427,944,"1,863","1,214",384,167,97,163,"2,383","1,770",-,-,-,-,-,-,-,-,-,-
10550,Bega Valley (A),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,927",4,251,123,435,946,"1,784","1,193",386,134,69,146,"2,284","1,716","2,325",-,-,-,-,-,-,-,-,-
10600,Bellingen (A),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,532
10600,Bellingen (A),2013,"4,849",45,198.8,"34,358","40,998",63.8,"1,884",53,19.3,"6,051","10,250",14.1,"4,694",53,29.2,515,"6,217",18.0,293,59,7.8,"21,488","26,671",2.6,"6,380",50,251.6,"32,008","39,435",6.56,2.00,0.30,0.09,0.501,6.3,19.2,31.1,36.1,29.1,20.4,14.4,404,9.9,"2,272","24,593","2,014",12,150,52,177,-,720,653,206,-,83,103,"1,289","1,069",-,-,-,-,-,-,-,-,-,-
10600,Bellingen (A),2014,"5,089",45,217.3,"35,747","42,700",65.4,"1,833",54,20.4,"5,960","11,128",13.6,"4,712",54,29.4,576,"6,236",17.5,282,59,7.4,"21,791","26,163",2.6,"6,575",50,269.3,"32,939","40,958",6.43,1.97,0.31,0.10,0.498,6.3,19.4,31.4,35.9,28.9,20.9,14.4,473,14.7,"2,603","30,982","2,006",6,145,46,183,-,743,653,209,-,53,87,"1,264","1,043",-,-,-,-,-,-,-,-,-,-
10600,Bellingen (A),2015,"5,240",45,229.8,"36,667","43,855",64.0,"1,864",54,26.2,"7,054","14,046",14.9,"4,856",54,30.4,527,"6,261",17.4,289,59,7.4,"20,156","25,639",2.6,"6,639",51,282.1,"34,248","42,495",6.35,1.97,0.31,0.10,0.497,6.7,19.8,31.6,35.8,28.4,21.1,14.7,483,11.8,"3,454","24,374","2,087",7,141,51,187,-,693,660,213,-,63,81,"1,231","1,010",-,-,-,-,-,-,-,-,-,-
10600,Bellingen (A),2016,"5,348",45,244.4,"38,420","45,694",64.7,"1,865",54,29.6,"7,539","15,851",14.9,"4,950",54,32.3,476,"6,524",17.0,276,59,8.8,"23,200","32,032",2.6,"6,774",51,304.0,"35,835","44,878",6.11,1.97,0.32,0.10,0.492,7.4,20.1,31.8,33.6,29.4,22.0,15.1,475,14.0,"2,608","29,520","2,123",7,130,47,183,-,666,660,190,-,57,77,"1,179",963,-,37.2,27.1,15.8,2.4,1.1,6.6,0.5,9.3,638
10600,Bellingen (A),2017,"5,356",45,247.4,"39,755","46,186",64.2,"1,914",54,32.2,"8,421","16,843",14.9,"4,781",54,34.2,493,"7,143",17.5,250,59,7.3,"23,246","29,309",2.4,"6,859",51,310.5,"36,601","45,273",6.57,1.95,0.30,0.10,0.496,7.7,20.1,31.7,34.0,29.0,21.7,15.2,499,14.2,"3,802","28,427","2,070",4,108,44,174,363,643,667,191,87,47,73,"1,121",883,-,-,-,-,-,-,-,-,-,-
10600,Bellingen (A),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,022",-,103,33,197,376,645,598,176,81,42,71,"1,082",842,"1,045",-,-,-,-,-,-,-,-,-
10650,Berrigan (A),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,543
10650,Berrigan (A),2013,"3,491",43,138.1,"34,576","39,548",65.2,"1,195",53,20.6,"8,276","17,279",12.9,"3,233",53,27.6,825,"8,531",19.4,141,59,2.3,"10,423","16,030",1.3,"4,490",49,185.5,"34,409","41,303",5.94,1.91,0.32,0.10,0.494,6.6,19.4,30.9,33.8,28.8,22.3,15.1,355,6.4,"1,684","17,942","1,557",-,132,62,90,-,360,254,111,-,31,41,650,501,-,-,-,-,-,-,-,-,-,-
10650,Berrigan (A),2014,"3,589",43,147.1,"36,399","40,987",65.9,"1,216",53,26.5,"10,626","21,781",13.5,"3,278",53,26.4,755,"8,055",18.4,151,59,2.6,"11,139","17,263",1.5,"4,556",49,199.1,"36,964","43,691",5.30,1.85,0.35,0.12,0.482,6.8,19.3,30.5,32.7,27.8,24.2,15.3,353,8.9,"3,516","25,123","1,617",-,94,50,104,-,364,244,111,-,31,39,634,489,-,-,-,-,-,-,-,-,-,-
10650,Berrigan (A),2015,"3,647",43,152.8,"37,235","41,909",64.7,"1,230",53,37.0,"15,404","30,080",15.3,"3,391",53,29.3,640,"8,631",18.2,124,59,2.2,"10,829","18,058",1.3,"4,590",49,214.5,"38,633","46,733",5.48,1.86,0.34,0.12,0.486,7,20.3,31.5,31.6,28.0,23.6,16.9,364,15.9,"4,763","43,787","1,650",-,98,48,-,-,351,294,-,-,-,-,620,480,-,-,-,-,-,-,-,-,-,-
10650,Berrigan (A),2016,"3,514",42,156.5,"39,500","44,545",67.7,"1,011",53,24.0,"12,843","23,698",12.6,"3,134",53,26.9,468,"8,599",17.5,136,58,3.4,"12,361","25,181",1.7,"4,286",48,202.2,"38,513","47,182",5.37,1.89,0.35,0.14,0.476,6.9,19.5,30.6,30.3,29.4,23.8,16.5,346,10.9,"2,346","31,446","1,684",-,98,46,114,-,329,281,100,-,-,-,607,454,-,35.9,26.0,15.7,2.1,1.3,5.4,0.7,12.9,645
10650,Berrigan (A),2017,"3,598",43,160.6,"39,869","44,647",65.9,"1,152",53,22.1,"11,578","19,176",13.6,"3,220",54,28.4,387,"8,814",18.8,117,58,3.0,"13,566","26,037",1.4,"4,507",48,207.6,"38,652","46,070",5.41,1.85,0.34,0.12,0.484,6.5,18.9,30.2,31.1,28.8,24.7,15.3,338,10.2,"3,577","30,112","1,674",-,90,40,100,264,309,274,99,21,19,27,554,404,-,-,-,-,-,-,-,-,-,-
10650,Berrigan (A),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,682",-,84,27,132,274,329,259,89,18,21,30,544,387,575,-,-,-,-,-,-,-,-,-
10750,Blacktown (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,752
10750,Blacktown (C),2013,"154,158",37,"7,953.9","47,728","51,596",87.6,"16,220",42,283.5,"11,640","17,480",5.8,"90,747",42,144.7,164,"1,594",5.3,"2,722",57,56.8,"10,330","20,850",0.8,"157,330",39,"8,176.7","47,309","51,972",3.73,1.64,0.44,0.22,0.382,4.5,14.9,25,21.0,25.8,31.6,21.6,"4,369",76.6,"1,554","17,531","23,671",16,883,410,"4,736",-,"11,185","10,554","5,138",-,"3,808","1,818","29,941","25,986",-,-,-,-,-,-,-,-,-,-
10750,Blacktown (C),2014,"159,785",37,"8,452.9","48,767","52,902",87.6,"16,917",42,316.9,"12,520","18,734",6.0,"94,983",42,165.9,153,"1,747",5.3,"2,799",57,58.2,"10,312","20,787",0.7,"162,615",39,"8,651.5","48,236","53,203",3.79,1.64,0.43,0.22,0.385,4.7,15.2,25.3,21.3,25.7,31.3,21.6,"4,944",125.0,"3,038","25,279","24,461",13,834,374,"5,181",-,"11,328","10,914","5,201",-,"3,671","1,748","30,018","26,191",-,-,-,-,-,-,-,-,-,-
10750,Blacktown (C),2015,"170,360",37,"9,241.9","49,863","54,249",87.0,"18,096",42,350.5,"13,351","19,368",6.2,"103,921",41,164.6,130,"1,584",5.7,"2,943",57,65.2,"11,297","22,151",0.8,"170,908",39,"9,284.7","49,080","54,326",3.86,1.65,0.43,0.21,0.389,4.6,15.3,25.5,21.6,25.8,30.9,21.7,"5,372",189.8,"3,964","35,334","25,331",11,763,347,"5,301",-,"10,945","10,988","5,146",-,"3,488","1,656","29,611","25,831",-,-,-,-,-,-,-,-,-,-
10750,Blacktown (C),2016,"177,584",37,"10,016.9","51,696","56,407",87.0,"19,666",41,383.4,"12,925","19,496",6.3,"111,292",40,150.4,101,"1,352",5.7,"2,908",57,66.4,"11,897","22,839",0.7,"179,359",38,"10,069.0","50,647","56,139",3.93,1.66,0.42,0.21,0.391,4.7,15.2,25.5,21.2,25.5,30.7,22.7,"5,428",230.2,"2,885","42,401","26,075",11,729,302,"5,315",-,"10,388","10,181","4,936",-,"3,298","1,355","28,886","23,958",-,25.9,24.0,24.4,4.3,1.3,12.0,0.6,7.4,895
10750,Blacktown (C),2017,"184,079",37,"10,582.7","52,557","57,490",87.4,"20,442",41,397.2,"12,622","19,430",5.9,"112,666",40,137.2,79,"1,218",5.5,"2,978",57,70.7,"12,643","23,754",0.7,"186,647",38,"10,747.2","51,422","57,581",4.03,1.68,0.42,0.21,0.397,5.2,15.8,26.1,21.4,25.2,30.3,23.0,"5,771",212.6,"3,605","36,843","26,086",13,692,282,"5,361","10,346","10,018","9,955","4,661","1,708","2,988","1,326","27,956","22,035",-,-,-,-,-,-,-,-,-,-
10750,Blacktown (C),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"25,997",13,624,268,"5,480","10,401","9,964","10,040","4,337","1,480","2,717","1,194","26,767","21,117","17,191",-,-,-,-,-,-,-,-,-
10800,Bland (A),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,579
10800,Bland (A),2013,"2,444",40,104.2,"34,447","42,625",63.4,"1,199",53,31.8,"14,104","26,561",21.4,"2,272",51,12.5,554,"5,515",13.6,61,58,1.5,"10,756","23,780",0.8,"3,189",47,146.4,"35,746","45,895",6.35,2.10,0.33,0.10,0.526,6.9,20.4,32.8,32.7,27.0,20.3,20.1,235,10.8,"1,729","45,869",785,-,22,31,61,-,265,121,72,-,-,-,466,381,-,-,-,-,-,-,-,-,-,-
10800,Bland (A),2014,"2,421",41,106.0,"34,792","43,779",62.8,"1,220",53,45.1,"19,160","36,999",23.6,"2,274",52,15.2,576,"6,702",12.3,66,58,1.6,"9,933","23,979",0.9,"3,147",48,164.6,"38,576","52,290",5.71,2.15,0.38,0.14,0.517,8.7,22.6,34.6,30.5,27.9,19.7,21.8,210,3.8,"1,754","18,058",796,-,18,30,65,-,269,155,71,-,-,25,436,361,-,-,-,-,-,-,-,-,-,-
10800,Bland (A),2015,"2,466",41,111.2,"36,203","45,107",61.7,"1,237",53,40.1,"19,361","32,410",24.7,"2,348",51,16.7,543,"7,105",12.3,68,57,1.4,"9,568","20,918",1.0,"3,132",48,161.8,"39,540","51,664",5.39,2.01,0.37,0.13,0.503,7.9,21.6,33.4,28.6,28.9,22.4,20.1,198,7.4,"2,722","37,567",826,-,18,30,66,-,256,166,71,-,-,28,422,335,-,-,-,-,-,-,-,-,-,-
10800,Bland (A),2016,"2,339",41,109.1,"37,929","46,626",63.4,"1,139",53,37.6,"18,573","33,015",23.5,"2,208",51,16.0,470,"7,228",12.2,53,59,0.9,"10,018","17,349",0.8,"3,006",48,157.0,"40,728","52,215",5.41,1.98,0.37,0.14,0.495,7.3,20.5,32.3,29.1,28.1,22.6,20.2,200,11.1,"1,697","55,501",805,-,14,27,76,-,236,138,77,-,11,25,396,299,-,30.2,24.3,17.7,3.3,2.3,6.4,0.8,15.4,715
10800,Bland (A),2017,"2,404",41,113.6,"38,710","47,254",62.5,"1,186",53,38.9,"19,018","32,803",23.7,"2,304",51,18.7,385,"8,110",12.7,59,59,0.9,"8,369","15,896",0.6,"3,137",47,167.1,"40,743","53,274",5.89,2.04,0.35,0.11,0.522,8.8,22.2,33.9,29.3,27.7,22.3,20.8,230,11.4,"2,885","49,382",775,-,12,24,67,145,228,145,57,18,10,26,362,265,-,-,-,-,-,-,-,-,-,-
10800,Bland (A),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,733,-,9,18,65,141,208,159,63,13,9,17,343,262,177,-,-,-,-,-,-,-,-,-
10850,Blayney (A),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,687
10850,Blayney (A),2013,"3,175",42,162.5,"42,860","51,176",75.0,"1,003",53,7.2,"2,808","7,191",10.9,"2,527",49,15.5,313,"6,152",11.8,98,58,2.7,"16,616","27,380",1.4,"3,636",46,183.5,"41,031","50,472",5.09,1.93,0.38,0.13,0.480,7.3,19.3,30.5,27.8,26.6,23.6,22.0,230,7.1,"2,540","30,750",837,-,58,27,75,-,290,185,99,-,-,34,549,470,-,-,-,-,-,-,-,-,-,-
10850,Blayney (A),2014,"3,249",42,167.2,"43,597","51,463",74.4,"1,046",53,8.9,"3,391","8,532",11.2,"2,566",50,17.9,359,"6,978",12.1,106,57,2.4,"13,865","22,978",1.6,"3,769",46,189.4,"41,780","50,247",5.61,1.92,0.34,0.13,0.482,6.9,18.9,30.2,27.8,26.7,23.5,22.0,260,7.9,"3,199","30,409",837,-,53,23,86,-,287,234,107,-,27,38,559,464,-,-,-,-,-,-,-,-,-,-
10850,Blayney (A),2015,"3,379",42,178.7,"44,611","52,889",73.9,"1,058",54,16.4,"5,367","15,482",12.4,"2,598",50,19.3,324,"7,427",11.9,106,57,2.7,"14,669","25,121",1.5,"3,796",46,207.1,"44,143","54,570",4.97,1.91,0.38,0.16,0.469,7.5,19.6,30.6,25.8,27.3,23.5,23.4,272,9.4,"3,811","34,673",894,-,58,21,85,-,285,225,107,-,30,36,520,440,-,-,-,-,-,-,-,-,-,-
10850,Blayney (A),2016,"3,307",42,180.8,"46,806","54,672",74.8,"1,018",53,14.4,"4,244","14,132",11.8,"2,560",49,17.7,207,"6,906",11.5,89,58,2.1,"16,235","23,696",1.4,"3,694",46,203.7,"45,397","55,139",5.21,1.91,0.37,0.14,0.471,7.5,19.7,30.8,26.3,26.8,24.0,23.0,248,8.0,"1,971","32,417",895,-,56,17,79,-,267,224,109,-,26,39,496,387,-,31.4,24.3,20.9,4.2,1.8,6.8,0.7,10.0,768
10850,Blayney (A),2017,"3,409",43,191.3,"47,915","56,129",74.2,"1,133",54,18.3,"4,146","16,181",12.5,"2,677",50,18.8,248,"7,025",11.6,92,58,1.8,"15,069","19,855",1.2,"3,919",47,220.5,"45,846","56,252",5.08,1.90,0.37,0.13,0.478,8.1,20.5,31.6,25.9,26.8,24.8,22.6,321,17.1,"4,000","53,174",878,-,49,14,79,187,254,220,90,17,20,30,478,350,-,-,-,-,-,-,-,-,-,-
10850,Blayney (A),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,852,-,49,15,81,192,252,205,101,16,22,27,480,361,395,-,-,-,-,-,-,-,-,-
10900,Blue Mountains (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,789
10900,Blue Mountains (C),2013,"37,131",43,"2,057.8","47,138","55,419",75.7,"6,700",49,141.4,"9,800","21,103",8.2,"31,106",50,171.4,334,"5,512",13.0,"1,863",59,48.6,"18,435","26,103",2.2,"42,468",47,"2,351.7","44,920","55,376",5.37,1.93,0.36,0.15,0.456,6.5,18.8,29.7,26.3,23.6,23.2,26.9,"2,366",42.0,"1,637","17,733","9,152",10,501,237,530,-,"2,605","2,156",814,-,662,322,"5,090","4,544",-,-,-,-,-,-,-,-,-,-
10900,Blue Mountains (C),2014,"37,906",43,"2,151.0","48,125","56,744",75.6,"6,803",49,151.9,"10,853","22,328",8.3,"31,681",50,184.9,384,"5,837",13.1,"1,768",59,49.0,"19,988","27,723",2.1,"43,163",47,"2,447.8","45,821","56,710",5.39,1.94,0.36,0.15,0.457,6.5,18.8,29.8,26.4,23.6,23.3,26.7,"2,775",79.2,"3,334","28,545","9,430",7,451,225,608,-,"2,728","2,160",762,-,684,308,"4,896","4,392",-,-,-,-,-,-,-,-,-,-
10900,Blue Mountains (C),2015,"39,508",44,"2,292.3","49,242","58,021",75.1,"7,106",49,163.5,"10,649","23,015",8.5,"32,807",50,190.0,355,"5,791",13.5,"1,787",59,53.5,"20,888","29,939",2.2,"44,301",47,"2,557.8","46,563","57,737",5.49,1.95,0.36,0.15,0.458,6.4,18.7,29.8,26.5,23.8,23.0,26.7,"3,064",92.7,"4,342","30,254","9,888",6,422,209,625,-,"2,666","2,125",728,-,624,266,"4,647","4,188",-,-,-,-,-,-,-,-,-,-
10900,Blue Mountains (C),2016,"39,915",43,"2,413.5","51,018","60,466",75.1,"7,224",49,171.0,"11,062","23,668",8.5,"33,342",50,190.6,301,"5,718",13.5,"1,743",59,50.5,"21,448","28,991",2.1,"44,952",47,"2,676.3","47,705","59,537",5.57,1.97,0.35,0.14,0.461,6.5,18.8,29.9,26.0,24.0,22.6,27.4,"2,959",102.5,"3,010","34,652","10,136",6,380,193,636,-,"2,567","1,942",678,-,545,185,"4,482","3,626",-,28.2,23.9,24.1,6.1,2.5,7.6,0.3,7.2,911
10900,Blue Mountains (C),2017,"40,191",43,"2,469.7","51,958","61,450",75.0,"7,322",49,174.4,"11,282","23,817",8.4,"32,980",50,193.6,277,"5,871",13.6,"1,684",60,51.4,"21,799","30,546",2.1,"45,662",47,"2,753.2","48,325","60,296",5.65,1.96,0.35,0.14,0.462,6.4,18.8,29.9,26.1,24.0,22.6,27.4,"3,127",137.4,"3,635","43,931","9,794",6,325,170,608,"1,837","2,448","1,662",638,166,428,190,"4,176","3,238",-,-,-,-,-,-,-,-,-,-
10900,Blue Mountains (C),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,594",5,298,148,627,"1,862","2,394","1,639",577,153,374,171,"3,865","3,017","3,877",-,-,-,-,-,-,-,-,-
10950,Bogan (A),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,596
10950,Bogan (A),2013,"1,249",39,57.9,"38,542","46,375",69.5,530,54,8.3,"5,800","15,586",15.3,"1,018",49,7.6,486,"7,499",14.0,-,-,-,-,-,-,"1,507",44,72.2,"38,760","47,882",6.33,2.01,0.32,0.09,0.516,6.9,19.5,31.3,30.2,25.4,22.8,21.5,84,4.1,"2,575","48,898",354,-,8,14,-,-,105,88,65,-,-,-,268,219,-,-,-,-,-,-,-,-,-,-
10950,Bogan (A),2014,"1,315",39,62.2,"39,861","47,299",70.7,522,55,8.4,"7,887","16,183",15.5,"1,062",49,8.9,579,"8,405",13.2,-,-,-,-,-,-,"1,573",45,78.2,"41,296","49,729",5.62,1.96,0.35,0.12,0.496,5.7,18.6,30.4,28.9,26.0,23.1,22.0,85,2.7,"2,240","32,164",357,-,4,10,21,-,109,108,65,-,-,-,245,201,-,-,-,-,-,-,-,-,-,-
10950,Bogan (A),2015,"1,382",39,68.8,"41,037","49,812",69.6,528,54,24.5,"18,047","46,390",19.5,"1,106",49,8.8,463,"7,930",10.0,-,-,-,-,-,-,"1,598",45,99.0,"49,652","61,931",5.19,1.88,0.36,0.17,0.468,6.2,19.8,31.2,24.6,22.9,24.0,28.6,72,2.6,"4,304","36,087",358,-,4,11,-,-,98,121,74,-,-,-,238,201,-,-,-,-,-,-,-,-,-,-
10950,Bogan (A),2016,"1,323",40,68.5,"42,090","51,762",70.3,505,53,19.8,"22,164","39,198",19.3,"1,063",49,7.5,418,"7,025",9.4,-,-,-,-,-,-,"1,568",45,92.8,"47,806","59,186",5.21,1.86,0.36,0.13,0.487,7,20.8,31.9,26.2,23.7,24.6,25.5,70,5.2,"2,101","74,890",354,-,4,8,19,-,85,111,64,-,10,13,206,175,-,28.9,21.1,21.4,3.9,2.7,6.3,1.1,14.9,767
