"LGA_2011","Local Government Areas - 2011","INDEX_TYPE","Index Type","MEASURE","Measure","TIME","Time","Value","Flag Codes","Flags"
"55460","Merredin (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",5,,
"55460","Merredin (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",41,,
"55460","Merredin (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",912,,
"55460","Merredin (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1086,,
"55460","Merredin (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",3275,,
"55530","Mingenew (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",974,,
"55530","Mingenew (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",265,,
"55530","Mingenew (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",5,,
"55530","Mingenew (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",47,,
"55530","Mingenew (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",48,,
"55530","Mingenew (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",4,,
"55530","Mingenew (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",35,,
"55530","Mingenew (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",874,,
"55530","Mingenew (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1105,,
"55530","Mingenew (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",479,,
"55600","Moora (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",987,,
"55600","Moora (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",322,,
"55600","Moora (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",6,,
"55600","Moora (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",57,,
"55600","Moora (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",61,,
"55600","Moora (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",5,,
"55600","Moora (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",44,,
"55600","Moora (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",930,,
"55600","Moora (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1070,,
"55600","Moora (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",2478,,
"55670","Morawa (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",970,,
"55670","Morawa (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",255,,
"55670","Morawa (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",5,,
"55670","Morawa (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",46,,
"55670","Morawa (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",43,,
"55670","Morawa (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",4,,
"55670","Morawa (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",31,,
"55670","Morawa (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",833,,
"55670","Morawa (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1080,,
"55670","Morawa (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",892,,
"55740","Mosman Park (T)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",1066,,
"55740","Mosman Park (T)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",525,,
"55740","Mosman Park (T)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",10,,
"55740","Mosman Park (T)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",93,,
"55740","Mosman Park (T)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",129,,
"55740","Mosman Park (T)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",10,,
"55740","Mosman Park (T)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",93,,
"55740","Mosman Park (T)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",947,,
"55740","Mosman Park (T)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1126,,
"55740","Mosman Park (T)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",8599,,
"55810","Mount Magnet (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",854,,
"55810","Mount Magnet (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",40,,
"55810","Mount Magnet (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",1,,
"55810","Mount Magnet (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",8,,
"55810","Mount Magnet (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",9,,
"55810","Mount Magnet (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",1,,
"55810","Mount Magnet (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",7,,
"55810","Mount Magnet (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",814,,
"55810","Mount Magnet (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1043,,
"55810","Mount Magnet (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",643,,
"55880","Mount Marshall (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",1048,,
"55880","Mount Marshall (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",504,,
"55880","Mount Marshall (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",9,,
"55880","Mount Marshall (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",90,,
"55880","Mount Marshall (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",120,,
"55880","Mount Marshall (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",9,,
"55880","Mount Marshall (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",86,,
"55880","Mount Marshall (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",1045,,
"55880","Mount Marshall (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1054,,
"55880","Mount Marshall (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",478,,
"55950","Mukinbudin (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",1020,,
"55950","Mukinbudin (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",439,,
"55950","Mukinbudin (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",8,,
"55950","Mukinbudin (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",78,,
"55950","Mukinbudin (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",96,,
"55950","Mukinbudin (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",7,,
"55950","Mukinbudin (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",69,,
"55950","Mukinbudin (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",967,,
"55950","Mukinbudin (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1070,,
"55950","Mukinbudin (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",497,,
"56020","Mullewa (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",949,,
"56020","Mullewa (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",174,,
"56020","Mullewa (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",4,,
"56020","Mullewa (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",31,,
"56020","Mullewa (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",29,,
"56020","Mullewa (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",3,,
"56020","Mullewa (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",21,,
"56020","Mullewa (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",847,,
"56020","Mullewa (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1087,,
"56020","Mullewa (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",715,,
"56090","Mundaring (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",1052,,
"56090","Mundaring (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",510,,
"56090","Mundaring (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",10,,
"56090","Mundaring (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",91,,
"56090","Mundaring (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",122,,
"56090","Mundaring (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",9,,
"56090","Mundaring (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",88,,
"56090","Mundaring (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",754,,
"56090","Mundaring (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1126,,
"56090","Mundaring (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",36506,,
"56160","Murchison (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",883,,
"56160","Murchison (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",50,,
"56160","Murchison (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",1,,
"56160","Murchison (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",9,,
"56160","Murchison (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",11,,
"56160","Murchison (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",1,,
"56160","Murchison (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",8,,
"56160","Murchison (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",883,,
"56160","Murchison (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",883,,
"56160","Murchison (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",115,,
"56230","Murray (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",982,,
"56230","Murray (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",303,,
"56230","Murray (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",6,,
"56230","Murray (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",54,,
"56230","Murray (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",55,,
"56230","Murray (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",4,,
"56230","Murray (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",40,,
"56230","Murray (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",841,,
"56230","Murray (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1077,,
"56230","Murray (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",14144,,
"56300","Nannup (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",978,,
"56300","Nannup (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",285,,
"56300","Nannup (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",6,,
"56300","Nannup (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",51,,
"56300","Nannup (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",51,,
"56300","Nannup (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",4,,
"56300","Nannup (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",37,,
"56300","Nannup (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",922,,
"56300","Nannup (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1018,,
"56300","Nannup (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",1268,,
"56370","Narembeen (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",1005,,
"56370","Narembeen (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",398,,
"56370","Narembeen (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",8,,
"56370","Narembeen (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",71,,
"56370","Narembeen (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",84,,
"56370","Narembeen (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",7,,
"56370","Narembeen (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",61,,
"56370","Narembeen (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",948,,
"56370","Narembeen (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1095,,
"56370","Narembeen (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",815,,
"56450","Narrogin (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",1065,,
"56450","Narrogin (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",523,,
"56450","Narrogin (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",10,,
"56450","Narrogin (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",93,,
"56450","Narrogin (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",128,,
"56450","Narrogin (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",10,,
"56450","Narrogin (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",92,,
"56450","Narrogin (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",1022,,
"56450","Narrogin (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1100,,
"56450","Narrogin (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",874,,
"56520","Narrogin (T)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",942,,
"56520","Narrogin (T)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",140,,
"56520","Narrogin (T)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",3,,
"56520","Narrogin (T)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",25,,
"56520","Narrogin (T)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",22,,
"56520","Narrogin (T)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",2,,
"56520","Narrogin (T)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",16,,
"56520","Narrogin (T)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",770,,
"56520","Narrogin (T)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1056,,
"56520","Narrogin (T)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",4226,,
"56580","Nedlands (C)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",1115,,
"56580","Nedlands (C)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",560,,
"56580","Nedlands (C)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",10,,
"56580","Nedlands (C)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",100,,
"56580","Nedlands (C)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",136,,
"56580","Nedlands (C)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",10,,
"56580","Nedlands (C)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",98,,
"56580","Nedlands (C)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",979,,
"56580","Nedlands (C)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1172,,
"56580","Nedlands (C)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",20514,,
"56620","Ngaanyatjarraku (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",607,,
"56620","Ngaanyatjarraku (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",19,,
"56620","Ngaanyatjarraku (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",1,,
"56620","Ngaanyatjarraku (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",4,,
"56620","Ngaanyatjarraku (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",2,,
"56620","Ngaanyatjarraku (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",1,,
"56620","Ngaanyatjarraku (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",2,,
"56620","Ngaanyatjarraku (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",568,,
"56620","Ngaanyatjarraku (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",630,,
"56620","Ngaanyatjarraku (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",1438,,
"56730","Northam (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",947,,
"56730","Northam (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",166,,
"56730","Northam (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",3,,
"56730","Northam (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",30,,
"56730","Northam (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",26,,
"56730","Northam (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",2,,
"56730","Northam (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",19,,
"56730","Northam (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",752,,
"56730","Northam (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1112,,
"56730","Northam (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",10569,,
"56790","Northampton (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",958,,
"56790","Northampton (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",213,,
"56790","Northampton (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",4,,
"56790","Northampton (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",38,,
"56790","Northampton (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",34,,
"56790","Northampton (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",3,,
"56790","Northampton (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",25,,
"56790","Northampton (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",861,,
"56790","Northampton (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1108,,
"56790","Northampton (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",3188,,
"56860","Nungarin (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",967,,
"56860","Nungarin (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",241,,
"56860","Nungarin (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",5,,
"56860","Nungarin (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",43,,
"56860","Nungarin (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",40,,
"56860","Nungarin (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",3,,
"56860","Nungarin (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",29,,
"56860","Nungarin (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",967,,
"56860","Nungarin (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",967,,
"56860","Nungarin (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",231,,
"56930","Peppermint Grove (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",1126,,
"56930","Peppermint Grove (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",564,,
"56930","Peppermint Grove (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",10,,
"56930","Peppermint Grove (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",100,,
"56930","Peppermint Grove (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",139,,
"56930","Peppermint Grove (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",10,,
"56930","Peppermint Grove (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",100,,
"56930","Peppermint Grove (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",1105,,
"56930","Peppermint Grove (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1150,,
"56930","Peppermint Grove (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",1523,,
"57000","Perenjori (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",1031,,
"57000","Perenjori (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",468,,
"57000","Perenjori (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",9,,
"57000","Perenjori (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",83,,
"57000","Perenjori (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",108,,
"57000","Perenjori (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",8,,
