,,,Gifts/donations reported by taxpayers - Year ended 30 June,,Method of Travel to Work - Employed Persons - Census,,,,,,,,,,,,,,,,,,,,Households by Type - Census,,,,,Families by Type - Census,,,,,,,,Social Marital Status & Registered Marital Status - Persons aged 15 years and over - Census,,,,,,,,Access to Internet at Home - Occupied Private Dwellings - Census,,,Rent and Mortgage Payments - Census,,Unpaid Child Care - Proportion of persons aged 15 years and over - Census,,,,,Unpaid Work - Persons aged 15 years and over - Census,,Count of All Children in Family - Census,Housing Suitability - Occupied private dwellings - Census,,,Dwelling Structure - Private dwellings - Census,,,,,,Tenure Type - Occupied private dwellings - Census,,,,,Household Stress - Census,,,,Socio-Economic Indexes for Areas (SEIFA) - Australia Deciles - Census,,,,Socio-Economic Indexes for Areas (SEIFA) - State Deciles - Census,,,,Homelessness - Census,Commuting to Work - Census,,,
51260,Busselton (C),2013,"4,949",115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51260,Busselton (C),2014,"5,030",125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51260,Busselton (C),2015,"5,092",145,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51260,Busselton (C),2016,"5,019",150,8,3,268,3,"10,425",865,19,119,53,243,215,455,"12,679",148,322,"11,415","1,063","1,977",213,"16,075","2,941",348,"9,672","12,961",3,"3,498",588,"4,284",966,366,81,"9,786",2.9,"12,931","3,003","8,465",54.0,28.1,5.5,9.2,3.2,84.1,13.5,2.5,"1,407","1,928",61.2,21.5,6.9,1.0,9.3,9.7,24.8,1.9,168,"10,830","1,192","11,320","1,119",39,446,55,"12,979",33.5,35.2,27.6,1.3,2.4,92.2,7.8,88.9,11.1,8,8,6,9,7,7,5,9,26.6,19.2,5.9,13.6,5.6
51260,Busselton (C),2017,"5,015",150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51310,Cambridge (T),2011,-,-,324,-,746,-,"7,251",525,34,31,87,403,89,477,"9,965",358,"1,354","7,985",755,"1,382",104,"12,560","2,158",361,"6,419","8,938",3,"3,042",412,"2,344",384,195,96,"6,478",3.2,"9,815","1,368","6,749",54.2,32.7,5.3,6.0,1.8,-,-,-,"1,717","2,822",62.7,23.0,7.5,1.4,5.4,10.7,24.5,2.0,-,-,-,"7,131",917,883,-,13,"8,944",39.5,33.6,22.9,2.2,1.8,89.9,10.1,93.4,6.6,-,-,-,-,-,-,-,-,5.2,-,-,-,-
51310,Cambridge (T),2013,"6,173",200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51310,Cambridge (T),2014,"6,380",220,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51310,Cambridge (T),2015,"6,497",250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51310,Cambridge (T),2016,"6,345",250,295,3,788,4,"7,571",518,34,28,68,430,93,475,"10,317",334,"1,365","8,283",893,"1,263",96,"12,898","2,094",315,"6,905","9,313",3,"3,353",433,"2,430",410,232,96,"6,959",3.2,"10,292","1,625","6,876",55.0,32.1,5.1,6.1,1.7,89.8,7.6,2.6,"2,119","2,850",61.4,24.3,7.1,1.0,6.3,11.4,28.3,2.0,146,"7,072","1,439","7,136","1,044","1,102",8,9,"9,299",38.2,35.7,22.1,1.4,2.8,93.2,6.8,93.5,6.5,10,10,10,10,10,10,10,10,7.2,8.3,5.9,13.5,10.3
51310,Cambridge (T),2017,"6,230",230,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51330,Canning (C),2011,-,-,"1,158",6,"1,560",6,"26,659","2,338",86,270,213,480,397,662,"33,840","3,064","5,578","30,451","1,220","4,364",544,"43,033","6,569","1,777","21,736","30,079",3,"8,727","1,910","7,833","1,977","1,120",750,"22,310",3.1,"31,214","4,447","29,291",48.7,37.7,4.4,6.9,2.3,-,-,-,"1,346","2,026",67.7,18.1,6.8,0.7,6.7,9.4,16.5,1.9,-,-,-,"23,982","3,810","2,239",33,8,"30,072",31.9,35.7,29.0,1.1,2.3,91.1,8.9,89.9,10.1,-,-,-,-,-,-,-,-,30.2,-,-,-,-
51330,Canning (C),2013,"18,339",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51330,Canning (C),2014,"18,542",114,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51330,Canning (C),2015,"18,658",120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51330,Canning (C),2016,"17,633",125,"1,208",9,"1,490",9,"27,459","2,000",77,179,155,408,407,566,"33,965","2,582","5,036","30,690","1,283","3,933",371,"42,134","6,317","1,919","22,536","30,768",3,"9,613","1,924","8,015","1,930","1,112",649,"23,251",3.1,"33,259","4,594","30,279",50.9,36.2,4.1,6.5,2.2,87.3,10.4,2.3,"1,558","2,035",67.1,19.5,6.7,0.6,6.1,10.2,19.5,1.8,"1,025","23,663","4,251","24,461","5,292",935,18,69,"30,775",31.4,35.6,29.6,1.0,2.3,92.1,7.9,88.7,11.3,9,9,9,8,8,9,9,6,36.8,12.3,10.9,16.7,12.7
51330,Canning (C),2017,"16,766",120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51400,Capel (S),2011,-,-,-,-,148,-,"4,621",443,-,71,26,33,67,122,"5,540",107,206,"5,165",335,807,82,"6,876",636,103,"3,914","4,653",3,"1,804",260,"1,392",409,88,23,"3,976",3.2,"5,413","1,137","2,762",58.0,29.2,2.5,7.1,3.2,-,-,-,"1,242","2,038",56.6,28.5,6.7,1.4,6.8,9.2,21.6,2.0,-,-,-,"4,586",13,33,12,3,"4,647",26.8,48.8,22.6,0.4,1.5,87.2,12.8,94.3,5.7,-,-,-,-,-,-,-,-,16.3,-,-,-,-
51400,Capel (S),2013,"2,429",102,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51400,Capel (S),2014,"2,457",117,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51400,Capel (S),2015,"2,553",120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51400,Capel (S),2016,"2,654",120,3,-,173,-,"5,626",449,-,73,41,41,83,114,"6,599",82,214,"6,143",350,891,100,"8,019",856,125,"4,595","5,578",3,"1,996",310,"1,656",533,159,33,"4,681",3.1,"6,129","1,416","3,849",54.3,31.0,2.9,8.3,3.4,88.6,9.4,1.9,"1,363","1,998",58.7,25.7,7.3,1.2,7.0,9.9,23.4,1.9,68,"4,702",493,"5,293",138,119,15,14,"5,579",26.0,48.9,22.9,0.4,1.9,90.8,9.2,92.2,7.8,9,8,6,10,8,8,6,9,9.7,21.2,10.6,14.4,7.4
51400,Capel (S),2017,"2,848",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51470,Carnamah (S),2011,-,-,-,-,-,-,131,10,-,4,3,6,3,48,205,-,-,139,27,21,6,264,74,8,134,220,2,58,6,71,6,3,-,139,2.9,186,47,121,52.7,26.1,3.4,11.8,4.1,-,-,-,380,642,60.0,20.0,8.2,0.7,10.2,6.8,33.2,2.0,-,-,-,207,10,-,3,-,220,40.5,30.5,25.9,1.4,3.6,97.4,2.6,96.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-
51470,Carnamah (S),2013,74,84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51470,Carnamah (S),2016,113,60,-,-,3,-,130,12,-,3,-,6,5,49,207,-,3,144,30,17,-,252,78,7,138,225,2,34,3,79,14,-,-,141,2.7,178,62,125,45.4,30.3,3.5,14.6,3.3,79.6,17.3,1.8,378,796,67.3,14.8,6.6,1.5,8.6,9.3,34.7,2.0,-,183,25,210,-,6,3,4,223,40.4,26.1,29.4,-,4.0,97.1,2.9,98.5,1.5,6,6,7,6,5,5,6,4,-,22.1,1.1,34.0,5.4
51540,Carnarvon (S),2011,-,-,-,-,109,-,"1,229",169,3,31,28,59,33,296,"1,962",19,113,"1,418",262,236,53,"2,531",576,51,"1,321","1,950",3,464,88,570,167,62,19,"1,369",3.0,"1,525",606,"1,432",42.9,38.7,4.9,9.5,3.9,-,-,-,883,"1,690",59.6,18.1,6.2,0.9,15.3,8.5,20.0,2.0,-,-,-,"1,474",149,59,249,16,"1,947",29.7,22.3,41.0,1.1,6.0,94.5,5.5,93.0,7.0,-,-,-,-,-,-,-,-,97.4,-,-,-,-
51540,Carnarvon (S),2013,654,120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51540,Carnarvon (S),2014,839,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51540,Carnarvon (S),2015,"1,085",30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51540,Carnarvon (S),2016,"1,110",10,-,-,60,3,"1,229",131,3,16,31,66,41,303,"1,884",14,70,"1,371",188,219,49,"2,344",584,63,"1,194","1,846",2,396,92,499,171,47,29,"1,229",3.0,"1,300",601,"1,452",40.8,41.0,4.7,9.6,3.7,69.3,25.1,5.5,"1,044","1,815",59.2,16.1,6.6,0.8,17.4,7.6,20.8,1.9,103,"1,170",409,"1,449",149,39,180,25,"1,842",29.2,22.1,42.7,0.7,5.1,95.4,4.6,89.9,10.1,3,4,5,3,2,3,4,2,76.6,9.3,2.8,9.0,2.8
51540,Carnarvon (S),2017,"1,055",20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51610,Chapman Valley (S),2011,-,-,-,-,11,-,323,24,-,5,4,-,13,26,404,5,15,345,79,74,4,571,82,10,328,418,3,134,29,150,17,4,-,334,3.0,492,100,206,62.0,23.0,3.0,8.2,3.9,-,-,-,556,"1,943",60.4,24.8,7.2,1.1,7.3,8.4,22.8,1.9,-,-,-,389,8,-,21,-,418,41.6,34.7,19.5,1.2,2.6,90.6,9.4,97.9,2.1,-,-,-,-,-,-,-,-,24.9,-,-,-,-
51610,Chapman Valley (S),2013,134,79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51610,Chapman Valley (S),2014,143,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51610,Chapman Valley (S),2015,168,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51610,Chapman Valley (S),2016,171,103,-,-,14,-,402,18,-,3,-,-,13,25,479,4,10,421,78,88,5,652,76,4,380,461,3,152,30,168,20,10,-,383,3.0,559,106,242,63.4,22.4,3.3,6.9,3.7,82.0,15.0,3.9,705,"2,170",57.5,22.1,7.0,1.2,12.5,9.1,26.2,1.9,12,351,63,432,-,-,21,10,463,42.0,41.8,11.4,1.3,4.3,92.9,7.1,97.7,2.3,9,9,7,10,9,9,7,10,21.1,23.7,15.4,27.3,17.8
51610,Chapman Valley (S),2017,188,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51680,Chittering (S),2011,-,-,3,-,30,-,"1,295",89,-,43,14,-,27,71,"1,569",53,64,"1,431",195,248,34,"2,106",249,22,"1,238","1,505",3,482,102,571,75,31,3,"1,264",3.0,"1,870",322,871,60.5,25.0,2.5,9.1,2.8,-,-,-,894,"2,278",61.4,22.8,7.6,0.8,7.3,10.0,21.5,2.0,-,-,-,"1,453",16,-,35,3,"1,507",35.2,50.0,11.9,1.1,1.5,83.6,16.4,96.8,3.2,-,-,-,-,-,-,-,-,25.7,-,-,-,-
51680,Chittering (S),2013,731,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51680,Chittering (S),2014,788,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51680,Chittering (S),2015,802,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51680,Chittering (S),2016,832,100,9,-,47,-,"1,558",82,-,54,3,3,53,73,"1,878",48,90,"1,693",235,328,39,"2,526",273,32,"1,466","1,768",3,557,136,708,78,33,3,"1,521",3.0,"2,250",411,"1,089",59.3,26.9,2.7,8.5,2.7,86.9,11.0,1.8,"1,171","2,271",61.5,20.0,7.9,0.8,9.9,10.8,21.2,1.9,34,"1,452",159,"1,714",-,16,26,15,"1,771",30.8,55.2,11.0,1.1,2.1,85.5,14.5,96.7,3.3,9,9,5,10,9,9,5,10,15.1,38.4,41.5,29.0,22.6
51680,Chittering (S),2017,812,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51750,Claremont (T),2011,-,-,323,3,170,-,"2,359",139,12,12,26,108,32,198,"3,383",133,599,"2,594",262,468,50,"4,291","1,146",169,"2,284","3,599",2,845,118,948,194,111,72,"2,284",2.9,"3,159",506,"2,988",46.1,35.9,7.4,8.4,2.1,-,-,-,"1,715","2,899",67.2,15.9,7.3,0.8,8.8,10.4,25.8,1.9,-,-,-,"2,342",389,872,-,3,"3,606",40.5,24.9,28.8,3.1,2.6,90.7,9.3,89.2,10.8,-,-,-,-,-,-,-,-,10.9,-,-,-,-
51750,Claremont (T),2013,"2,300",298,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51750,Claremont (T),2014,"2,299",318,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51750,Claremont (T),2015,"2,390",300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51750,Claremont (T),2016,"2,264",305,325,-,190,-,"2,463",175,8,7,26,111,36,216,"3,558",119,597,"2,713",340,368,31,"4,419","1,189",164,"2,477","3,825",2,940,136,"1,038",208,114,51,"2,487",2.9,"3,446",606,"3,109",46.9,34.7,7.1,9.1,2.2,90.1,8.1,1.8,"2,134","2,804",66.3,16.7,7.2,0.8,9.1,10.8,29.2,1.8,58,"2,915",643,"2,019",859,915,3,18,"3,814",40.8,26.2,28.4,2.6,2.1,94.3,5.7,89.4,10.6,10,10,10,10,10,10,10,9,7.1,9.0,7.4,13.7,11.6
51750,Claremont (T),2017,"2,161",309,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51820,Cockburn (C),2011,-,-,"1,185",14,998,16,"29,916","2,423",71,457,229,294,475,640,"36,723","2,653","4,611","34,066","1,210","5,054",640,"46,285","6,438","1,119","24,282","31,838",3,"9,866","2,118","8,670","2,429","1,271",457,"24,813",3.1,"32,857","6,820","25,043",50.6,34.4,4.2,8.1,2.8,-,-,-,"1,341","2,139",62.4,22.8,7.2,1.1,6.5,9.4,13.1,1.8,-,-,-,"27,488","2,806","1,433",96,9,"31,832",27.1,46.7,23.7,0.5,2.0,87.2,12.8,92.6,7.4,-,-,-,-,-,-,-,-,26.5,-,-,-,-
51820,Cockburn (C),2013,"19,050",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51820,Cockburn (C),2014,"19,749",104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51820,Cockburn (C),2015,"20,434",110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51820,Cockburn (C),2016,"20,277",117,"1,427",6,"1,249",15,"34,711","2,313",60,344,231,357,571,615,"41,904","2,591","5,035","38,591","1,659","5,081",532,"51,765","7,560","1,275","27,661","36,489",3,"11,494","2,343","9,919","2,636","1,478",443,"28,305",3.0,"37,193","8,505","29,117",50.1,35.0,4.0,7.9,3.0,86.1,11.7,2.2,"1,585","2,147",61.7,23.0,6.9,0.8,7.7,9.8,15.5,1.8,704,"29,548","4,118","29,835","4,657","1,721",145,135,"36,493",25.8,46.4,25.0,0.5,2.3,90.0,10.0,91.0,9.0,9,9,8,10,9,9,8,9,30.0,15.3,13.3,17.8,14.5
51820,Cockburn (C),2017,"20,201",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51890,Collie (S),2011,-,-,-,-,329,-,"2,509",363,7,23,14,17,25,107,"3,387",48,357,"2,912",67,587,68,"4,163",885,68,"2,328","3,276",3,812,200,963,237,110,31,"2,358",3.0,"3,009",813,"2,379",48.5,33.1,5.5,9.2,3.7,-,-,-,871,"1,673",62.1,20.3,8.0,1.0,8.6,11.2,19.7,1.9,-,-,-,"3,074",82,82,42,-,"3,280",36.3,39.1,21.1,0.4,3.0,92.9,7.1,94.9,5.1,-,-,-,-,-,-,-,-,24.4,-,-,-,-
51890,Collie (S),2013,"1,257",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51890,Collie (S),2014,"1,297",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51890,Collie (S),2015,"1,249",110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51890,Collie (S),2016,"1,136",118,-,-,109,-,"2,103",216,-,21,4,16,26,85,"2,580",33,125,"2,345",71,546,61,"3,285",943,61,"2,270","3,270",2,709,219,972,259,118,29,"2,307",2.9,"2,830",829,"2,425",47.1,33.8,5.6,9.6,3.8,73.6,23.6,3.0,962,"1,614",61.2,18.2,8.9,0.7,10.9,11.7,22.4,1.9,73,"2,632",374,"3,106",113,18,23,10,"3,270",37.0,36.9,22.5,0.5,2.9,94.4,5.6,91.3,8.7,2,2,1,4,2,1,1,3,47.9,17.8,3.7,36.2,23.2
